ID,NL,MR,ALIGNMENT,MONOTONIC
521,wie gross ist die bevoelkerung von maryland,answer(population_1(stateid(maryland))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('maryland', 'stateid(maryland)')",1
522,wie gross ist die bevoelkerung von minnesota,answer(population_1(stateid(minnesota))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('minnesota', 'stateid(minnesota)')",1
523,wie gross ist die bevoelkerung von montana,answer(population_1(stateid(montana))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('montana', 'stateid(montana)')",1
524,wie viele leute wohnen in new mexico,answer(population_1(stateid(new mexico))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('new', 'stateid(new mexico)'), ('mexico', 'ε')",1
525,wie viele leute leben in new york,answer(population_1(stateid(new york))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('new', 'stateid(new york)'), ('york', 'ε')",1
526,wie gross ist die bevoelkerung von new york city,"answer(population_1(city(cityid(new york, _))))","('wie', 'answer'), ('gross', 'ε'), ('ε', 'city'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('new', 'cityid(new york, _)'), ('york', 'ε'), ('city', 'ε')",0
527,wie viele einwohner hat oregon,answer(population_1(stateid(oregon))),"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('oregon', 'stateid(oregon)')",1
528,was ist die bevoelkerung von portland maine,"answer(population_1(cityid(portland, me)))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('portland', 'cityid(portland, me)'), ('maine', 'ε')",1
529,wie gross ist die bevoelkerung von rhode island,answer(population_1(stateid(rhode island))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('rhode', 'stateid(rhode island)'), ('island', 'ε')",1
530,wie gross is die bevoelkerungszahl von sacramento,"answer(population_1(cityid(sacramento, _)))","('wie', 'answer'), ('gross', 'ε'), ('is', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('sacramento', 'cityid(sacramento, _)')",1
531,wie lautet die bevoelkerung von san antonio,"answer(population_1(cityid(san antonio, _)))","('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('san', 'cityid(san antonio, _)'), ('antonio', 'ε')",1
532,wie lautet die bevoelkerung von seattle,"answer(population_1(cityid(seattle, _)))","('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('seattle', 'cityid(seattle, _)')",1
533,wie gross ist die bevoelkerung von seattle in washington,"answer(population_1(cityid(seattle, wa)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('seattle', 'cityid(seattle, wa)'), ('in', 'ε'), ('washington', 'ε')",1
534,wie gross ist die bevoelkerung in south dakota,answer(population_1(stateid(south dakota))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('in', 'ε'), ('south', 'stateid(south dakota)'), ('dakota', 'ε')",1
535,wie gross ist die einwohnerzahl von springfield missouri,"answer(population_1(cityid(springfield, mo)))","('wie', 'answer'), ('gross', 'population_1'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'ε'), ('von', 'ε'), ('springfield', 'cityid(springfield, mo)'), ('missouri', 'ε')",1
536,wie gross ist die bevoelkerung von springfield in south dakota,"answer(population_1(cityid(springfield, sd)))","('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('springfield', 'cityid(springfield, sd)'), ('in', 'ε'), ('south', 'ε'), ('dakota', 'ε')",1
537,welches ist die bevoelkerungszahl von tempe arizona,"answer(population_1(cityid(tempe, az)))","('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('von', 'ε'), ('tempe', 'cityid(tempe, az)'), ('arizona', 'ε')",1
538,wie gross ist die bevoelkerung von texas,answer(population_1(stateid(texas))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('von', 'ε'), ('texas', 'stateid(texas)')",1
539,was ist die bevoelkerung der hauptstadt des groessten staates,answer(population_1(capital(loc_2(largest(state(all)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('groessten', 'largest'), ('staates', 'state(all)')",1
540,was ist die bevoelkerung der hauptstadt des groessten staates durch den der mississippi fliesst,answer(population_1(capital(loc_2(largest(state(traverse_1(riverid(mississippi)))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('groessten', 'largest'), ('staates', 'state'), ('durch', 'traverse_1'), ('den', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fliesst', 'ε')",1
541,welches ist die einwohnerzahl der hauptstadt des kleinsten staates,answer(population_1(capital(loc_2(smallest(state(all)))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('der', 'ε'), ('hauptstadt', 'capital'), ('des', 'loc_2'), ('kleinsten', 'smallest'), ('staates', 'state(all)')",1
542,was ist die bevoelkerungszahl der groessten stadt des staates mit der groessten flaechenausdehnung,answer(population_1(largest(city(loc_2(largest_one(area_1(state(all)))))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerungszahl', 'population_1'), ('der', 'ε'), ('groessten', 'largest'), ('stadt', 'city'), ('des', 'loc_2'), ('staates', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('flaechenausdehnung', 'area_1')",0
543,wie gross ist die bevoelkerung in dem groessten staat,answer(population_1(largest(state(all)))),"('wie', 'answer'), ('gross', 'ε'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('in', 'ε'), ('dem', 'ε'), ('groessten', 'largest'), ('staat', 'state(all)')",1
544,was ist die bevoelkerung des groessten staates der texas angrenzt,answer(population_1(largest(state(next_to_2(stateid(texas)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('des', 'ε'), ('groessten', 'largest'), ('staates', 'state'), ('der', 'next_to_2'), ('texas', 'stateid(texas)'), ('angrenzt', 'ε')",0
545,was ist die bevoelkerung der groesseren staedte in wisconsin,answer(population_1(major(city(loc_2(stateid(wisconsin)))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('der', 'ε'), ('groesseren', 'major'), ('staedte', 'city'), ('in', 'loc_2'), ('wisconsin', 'stateid(wisconsin)')",1
546,welches ist die einwohnerzahl des kleinsten staates,answer(smallest(population_1(state(all)))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('des', 'ε'), ('kleinsten', 'smallest'), ('staates', 'state(all)')",0
547,wie lautet die bevoelkerung des staat welche an die meisten staaten grenzt,answer(population_1(most(state(next_to_2(state(all)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('des', 'ε'), ('staat', 'state(all)'), ('welche', 'ε'), ('an', 'next_to_2'), ('die', 'ε'), ('meisten', 'most'), ('staaten', 'state'), ('grenzt', 'ε')",0
548,wie viele leute wohnen in den staat mit der groessten bevoelkerungsdichte,answer(population_1(largest_one(density_1(state(all))))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('den', 'ε'), ('staat', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('bevoelkerungsdichte', 'density_1')",0
549,was ist die bevoelkerung des staates mit der groessten flaeche,answer(population_1(largest_one(area_1(state(all))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('bevoelkerung', 'population_1'), ('des', 'ε'), ('staates', 'state(all)'), ('mit', 'ε'), ('der', 'ε'), ('groessten', 'largest_one'), ('flaeche', 'area_1')",0
550,was ist die einwohnerzahl von tucson,"answer(population_1(cityid(tucson, _)))","('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('einwohnerzahl', 'population_1'), ('von', 'ε'), ('tucson', 'cityid(tucson, _)')",1
551,wie viele einwohner hat utah,answer(population_1(stateid(utah))),"('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('hat', 'ε'), ('utah', 'stateid(utah)')",1
552,wie viele leute wohnen in washington,answer(population_1(stateid(washington))),"('wie', 'answer'), ('viele', 'ε'), ('leute', 'population_1'), ('wohnen', 'ε'), ('in', 'ε'), ('washington', 'stateid(washington)')",1
553,wie viele einwohner leben in washington dc,"answer(population_1(cityid(washington, dc)))","('wie', 'answer'), ('viele', 'ε'), ('einwohner', 'population_1'), ('leben', 'ε'), ('in', 'ε'), ('washington', 'cityid(washington, dc)'), ('dc', 'ε')",1
554,welcher fluss fliesst durch ohio,answer(river(traverse_2(stateid(ohio)))),"('welcher', 'answer'), ('fluss', 'river'), ('fliesst', 'traverse_2'), ('durch', 'ε'), ('ohio', 'stateid(ohio)')",1
555,welches ist der kuerzeste fluss,answer(shortest(river(all))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river(all)')",1
556,was ist der kuerzester fluss in alaska,answer(shortest(river(loc_2(stateid(alaska))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzester', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
557,was ist der kuerzeste fluss in iowa,answer(shortest(river(loc_2(stateid(iowa))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('iowa', 'stateid(iowa)')",1
558,wie lautet der kuerzeste fluss in nebraska,answer(shortest(river(loc_2(stateid(nebraska))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('nebraska', 'stateid(nebraska)')",1
559,wie lautet der kuerzeste fluss in texas,answer(shortest(river(loc_2(stateid(texas))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('texas', 'stateid(texas)')",1
560,welches ist der kuerzeste fluss der vereinigten staaten,answer(shortest(river(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('der', 'loc_2'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
561,welches ist der kuerzeste fluss in den usa,answer(shortest(river(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
562,was ist der kuerzeste fluss in den usa,answer(shortest(river(loc_2(countryid(usa))))),"('was', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kuerzeste', 'shortest'), ('fluss', 'river'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
563,wie gross ist california,answer(size(stateid(california))),"('wie', 'answer'), ('gross', 'size'), ('ist', 'ε'), ('california', 'stateid(california)')",1
564,wie gross ist florida,answer(size(stateid(florida))),"('wie', 'answer'), ('gross', 'size'), ('ist', 'ε'), ('florida', 'stateid(florida)')",1
565,welche flaeche hat texas,answer(size(stateid(texas))),"('welche', 'answer'), ('flaeche', 'size'), ('hat', 'ε'), ('texas', 'stateid(texas)')",1
566,was ist die groesse der hauptstadt texas,answer(size(capital(loc_2(stateid(texas))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('groesse', 'size'), ('der', 'loc_2'), ('hauptstadt', 'capital'), ('texas', 'stateid(texas)')",0
567,wie lautet die flaeche des groessten staates in den usa,answer(size(largest(state(loc_2(countryid(usa)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('flaeche', 'size'), ('des', 'ε'), ('groessten', 'largest'), ('staates', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
568,was ist die kleinste stadt in alaska,answer(smallest(city(loc_2(stateid(alaska))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('alaska', 'stateid(alaska)')",1
569,welches ist die kleinste stadt in arkansas,answer(smallest(city(loc_2(stateid(arkansas))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('arkansas', 'stateid(arkansas)')",1
570,welches ist die kleinste stadt in hawaii,answer(smallest(city(loc_2(stateid(hawaii))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('hawaii', 'stateid(hawaii)')",1
571,wie lautet die kleinste stadt in dem groessten staat,answer(smallest(city(loc_2(largest(state(all)))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('dem', 'ε'), ('groessten', 'largest'), ('staat', 'state(all)')",1
572,welches ist die kleinste stadt der usa,answer(smallest(city(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
573,wie lautet die kleinste stadt in den us,answer(smallest(city(loc_2(countryid(usa))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('den', 'ε'), ('us', 'countryid(usa)')",1
574,was ist die kleinste stadt in washington,answer(smallest(city(loc_2(stateid(washington))))),"('was', 'answer'), ('ist', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('in', 'loc_2'), ('washington', 'stateid(washington)')",1
575,wie lautet die kleinste stadt des kleinsten staates in den usa,answer(smallest(city(loc_2(smallest(state(loc_2(countryid(usa)))))))),"('wie', 'answer'), ('lautet', 'ε'), ('die', 'ε'), ('kleinste', 'smallest'), ('stadt', 'city'), ('des', 'loc_2'), ('kleinsten', 'smallest'), ('staates', 'state'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",1
576,wie lautet der kleinste staat welcher an ohio grenzt,answer(smallest(state(next_to_2(stateid(ohio))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state'), ('welcher', 'ε'), ('an', 'next_to_2'), ('ohio', 'stateid(ohio)'), ('grenzt', 'ε')",1
577,wie lautet der kleinste staat welcher an wyoming grenzt,answer(smallest(state(next_to_2(stateid(wyoming))))),"('wie', 'answer'), ('lautet', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state'), ('welcher', 'ε'), ('an', 'next_to_2'), ('wyoming', 'stateid(wyoming)'), ('grenzt', 'ε')",1
578,welcher staat hat die kleinste flaechenausdehnung,answer(smallest_one(area_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('flaechenausdehnung', 'area_1')",0
579,welches ist der kleinste staat der usa,answer(smallest(state(loc_2(countryid(usa))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state'), ('der', 'loc_2'), ('usa', 'countryid(usa)')",1
580,welches ist der kleinste an texas angrenzende staat,answer(smallest(state(next_to_2(stateid(texas))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('an', 'next_to_2'), ('texas', 'stateid(texas)'), ('angrenzende', 'ε'), ('staat', 'state')",0
581,welches ist der kleinste staat der am meisten staaten angrenzt,answer(smallest(most(state(next_to_2(state(all)))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state(all)'), ('der', 'ε'), ('am', 'ε'), ('meisten', 'most'), ('staaten', 'state'), ('angrenzt', 'next_to_2')",0
582,welches ist der kleinste staat durch den der mississippi fliesst,answer(smallest(state(traverse_1(riverid(mississippi))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('staat', 'state'), ('durch', 'traverse_1'), ('den', 'ε'), ('der', 'ε'), ('mississippi', 'riverid(mississippi)'), ('fliesst', 'ε')",1
583,welches ist der kleinste unter den staaten durch die der laengste fluss laeuft,answer(smallest(state(traverse_1(longest(river(all)))))),"('welches', 'answer'), ('ist', 'ε'), ('der', 'ε'), ('kleinste', 'smallest'), ('unter', 'ε'), ('den', 'ε'), ('staaten', 'state'), ('durch', 'traverse_1'), ('die', 'ε'), ('der', 'ε'), ('laengste', 'longest'), ('fluss', 'river(all)'), ('laeuft', 'ε')",1
584,welcher staat hat die hoechste erhebung,answer(state(loc_1(highest(place(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('hoechste', 'highest'), ('erhebung', 'place(all)')",1
585,in welchem staat liegt die hoechste erhebung in den vereinigten staaten,answer(state(loc_1(highest(place(loc_2(countryid(usa))))))),"('in', 'ε'), ('welchem', 'answer'), ('staat', 'state'), ('liegt', 'loc_1'), ('die', 'ε'), ('hoechste', 'highest'), ('erhebung', 'place'), ('in', 'loc_2'), ('den', 'ε'), ('vereinigten', 'countryid(usa)'), ('staaten', 'ε')",1
586,welcher staat hat die groesste flaechenausdehnung,answer(largest_one(area_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('flaechenausdehnung', 'area_1')",0
587,welcher staat hat die hoechste dichte in den usa,answer(largest_one(density_1(state(loc_2(countryid(usa)))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'ε'), ('die', 'ε'), ('hoechste', 'largest_one'), ('dichte', 'density_1'), ('in', 'loc_2'), ('den', 'ε'), ('usa', 'countryid(usa)')",0
588,welcher staat hat die groesste bevoelkerungsdichte,answer(largest_one(density_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('groesste', 'largest_one'), ('bevoelkerungsdichte', 'density_1')",0
589,welcher staat hat die niedrigste erhebung,answer(state(loc_1(lowest(place(all))))),"('welcher', 'answer'), ('staat', 'state'), ('hat', 'loc_1'), ('die', 'ε'), ('niedrigste', 'lowest'), ('erhebung', 'place(all)'), ('ε', 'ε')",1
590,welcher staat hat die kleinste bevoelkerung,answer(smallest_one(population_1(state(all)))),"('welcher', 'answer'), ('staat', 'state(all)'), ('hat', 'ε'), ('die', 'ε'), ('kleinste', 'smallest_one'), ('bevoelkerung', 'population_1')",0
